1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0.07369,0.014195
2001,0.26284,0.060311
2002,0.50594,0.127113
2003,0.75036,0.183838
2004,1.36173,0.375055
2005,2.89066,0.985219
2006,5.33165,1.939379
2007,9.45235,4.670472
2008,14.55675,8.254077
2009,31.6682,12.993473
2010,19.27717,27.510844
2011,26.62077,37.253227
2012,33.94398,46.661611
2013,51.60689,52.95415
2014,56.68375,58.710449
2015,46.80247,64.566459
2016,64.74765,63.448444
2017,69.80801,67.511677
2018,74.86311,72.388719
2019,79.91326,76.80246
2020,84.95901,81.510303
2021,90,85.76402
2022,90,90
2023,90,90
2024,90,90
2025,90,90
2026,90,90
2027,90,90
2028,90,90
2029,90,90
2030,90,90
2031,90,90
2032,90,90
2033,90,90
2034,90,90
2035,90,90
2036,90,90
2037,90,90
2038,90,90
2039,90,90
2040,90,90
2041,90,90
2042,90,90
2043,90,90
2044,90,90
2045,90,90
2046,90,90
2047,90,90
2048,90,90
2049,90,90
2050,90,90
